date,doy,year,site,biomass_type,units,fit,se
2020-07-21,203,2020,BM,fila,gm2,25.54967365128053,9.683926821573944
2020-07-21,203,2020,BM,fila,chla_mgm2,117.49840321627404,62.2326539840114
2020-07-22,204,2020,BM,epil,gm2,10.010120247389311,1.8955304737575103
2020-07-22,204,2020,BM,epil,chla_mgm2,19.881652512898505,3.5524952572446815
2020-07-22,204,2020,BM,fila,gm2,25.41817788483413,9.559669938331803
2020-07-22,204,2020,BM,fila,chla_mgm2,105.03514195446084,48.57554286834745
2020-07-23,205,2020,BM,epil,gm2,10.049596132717609,1.8601915314003472
2020-07-23,205,2020,BM,epil,chla_mgm2,20.392877862339105,3.5930610934057636
2020-07-23,205,2020,BM,fila,gm2,25.27458419272895,9.42927251569046
2020-07-23,205,2020,BM,fila,chla_mgm2,94.6684204472526,39.14896412715245
2020-07-24,206,2020,BM,epil,gm2,10.071904190217886,1.823071259427836
2020-07-24,206,2020,BM,epil,chla_mgm2,20.931878260320513,3.6416876655729538
2020-07-24,206,2020,BM,fila,gm2,25.121707978249077,9.295110501652246
2020-07-24,206,2020,BM,fila,chla_mgm2,85.98305009636557,32.53003231708768
2020-07-25,207,2020,BM,epil,gm2,10.080995190714624,1.786197791591397
2020-07-25,207,2020,BM,epil,chla_mgm2,21.500223846819434,3.699509565763013
2020-07-25,207,2020,BM,fila,gm2,24.962267991690407,9.159397692030362
2020-07-25,207,2020,BM,fila,chla_mgm2,78.65699331340109,27.792097929082697
2020-07-26,208,2020,BM,epil,gm2,10.080978542614464,1.7513400008129862
2020-07-26,208,2020,BM,epil,chla_mgm2,22.09958067131688,3.7677700400561775
2020-07-26,208,2020,BM,fila,gm2,24.798871385953912,9.024158119777084
2020-07-26,208,2020,BM,fila,chla_mgm2,72.4394588979699,24.326632033028158
2020-07-27,209,2020,BM,epil,gm2,10.076031380583116,1.7199097277030928
2020-07-27,209,2020,BM,epil,chla_mgm2,22.731712996023266,3.8477421685660818
2020-07-27,209,2020,BM,fila,gm2,24.634004820115916,8.891214793950068
2020-07-27,209,2020,BM,fila,chla_mgm2,67.13405480742338,21.732387775346865
2020-07-28,210,2020,BM,epil,gm2,10.070383296424332,1.6929818804365018
2020-07-28,210,2020,BM,epil,chla_mgm2,23.398387428645332,3.94065391889692
2020-07-28,210,2020,BM,fila,gm2,24.469952616434423,8.76214281647243
2020-07-28,210,2020,BM,fila,chla_mgm2,62.58582148349944,19.74474529301099
2020-07-29,211,2020,BM,epil,gm2,10.068420928459366,1.6714777500829334
2020-07-29,211,2020,BM,epil,chla_mgm2,24.10103389112306,4.047657833546068
2020-07-29,211,2020,BM,fila,gm2,24.308571170055572,8.638140477801953
2020-07-29,211,2020,BM,fila,chla_mgm2,58.67120450832851,18.189771025717615
2020-07-30,212,2020,BM,epil,gm2,10.074572358701237,1.656031099705956
2020-07-30,212,2020,BM,epil,chla_mgm2,24.84093882019166,4.1696905687369314
2020-07-30,212,2020,BM,fila,gm2,24.15154326910865,8.52020897987416
2020-07-30,212,2020,BM,fila,chla_mgm2,55.29172526346884,16.951628841022398
2020-07-31,213,2020,BM,epil,gm2,10.093316268556448,1.6469923996000093
2020-07-31,213,2020,BM,epil,chla_mgm2,25.619294648276853,4.307309965602979
2020-07-31,213,2020,BM,fila,gm2,24.000465098392468,8.409223652906109
2020-07-31,213,2020,BM,fila,chla_mgm2,52.36861147629236,15.952195116884381
2020-08-01,214,2020,BM,epil,gm2,10.129274224953068,1.6445293109324994
2020-08-01,214,2020,BM,epil,chla_mgm2,26.437153860142722,4.460554537733574
2020-08-01,214,2020,BM,fila,gm2,23.85685468036813,8.305960345617612
2020-08-01,214,2020,BM,fila,chla_mgm2,49.83856452511976,15.138343306394766
2020-08-02,215,2020,BM,epil,gm2,10.187347189921537,1.6487628850767004
2020-08-02,215,2020,BM,epil,chla_mgm2,27.29537290717287,4.628843993075482
2020-08-02,215,2020,BM,fila,gm2,23.72216202418841,8.211128485764714
2020-08-02,215,2020,BM,fila,chla_mgm2,47.65057616045671,14.473842929892026
2020-08-03,216,2020,BM,epil,gm2,10.272538249543146,1.6599021045727098
2020-08-03,216,2020,BM,epil,chla_mgm2,28.194473669545452,4.811054825962289
2020-08-03,216,2020,BM,fila,gm2,23.59762323592558,8.125310197506462
2020-08-03,216,2020,BM,fila,chla_mgm2,45.76230761457477,13.933718750873387
2020-08-04,217,2020,BM,epil,gm2,10.388633446744072,1.6782841057665727
2020-08-04,217,2020,BM,epil,chla_mgm2,29.13426579997697,5.006095648293711
2020-08-04,217,2020,BM,fila,gm2,23.483658257183563,8.048613379772679
2020-08-04,217,2020,BM,fila,chla_mgm2,44.13414839345395,13.498981601308444
2020-08-05,218,2020,BM,epil,gm2,10.537691915232404,1.7044317563928673
2020-08-05,218,2020,BM,epil,chla_mgm2,30.113710909115184,5.213458800993854
2020-08-05,218,2020,BM,fila,gm2,23.379774165013966,7.980631581192755
2020-08-05,218,2020,BM,fila,chla_mgm2,42.7283758031612,13.153776584031004
2020-08-06,219,2020,BM,epil,gm2,10.72020313834408,1.7390588601520385
2020-08-06,219,2020,BM,epil,chla_mgm2,31.130893929675512,5.433467951521552
2020-08-06,219,2020,BM,fila,gm2,23.284779169480842,7.920568667559643
2020-08-06,219,2020,BM,fila,chla_mgm2,41.51030602927531,12.884065227657885
2020-08-07,220,2020,BM,epil,gm2,10.936628921523571,1.783162503495522
2020-08-07,220,2020,BM,epil,chla_mgm2,32.18292045965795,5.666780920427827
2020-08-07,220,2020,BM,fila,gm2,23.197391264986244,7.867590395418414
2020-08-07,220,2020,BM,fila,chla_mgm2,40.451440256600094,12.678060124947422
2020-08-08,221,2020,BM,epil,gm2,11.187779563902623,1.8379564115175528
2020-08-08,221,2020,BM,epil,chla_mgm2,33.265741372138166,5.914011896125426
2020-08-08,221,2020,BM,fila,gm2,23.116378779932806,7.820884930900431
2020-08-08,221,2020,BM,fila,chla_mgm2,39.528833110270796,12.525759429755995
2020-08-09,222,2020,BM,epil,gm2,11.474777343830855,1.9047563839948152
2020-08-09,222,2020,BM,epil,chla_mgm2,34.37395531554412,6.175390366491017
2020-08-09,222,2020,BM,fila,gm2,23.04055288045137,7.779640068606988
2020-08-09,222,2020,BM,fila,chla_mgm2,38.72377828340783,12.41844435760104
2020-08-10,223,2020,BM,epil,gm2,11.799021057244737,1.9848656511572433
2020-08-10,223,2020,BM,epil,chla_mgm2,35.50060807730956,6.450359497149211
2020-08-10,223,2020,BM,fila,gm2,22.968761509002565,7.743030589108818
2020-08-10,223,2020,BM,fila,chla_mgm2,38.020846224176786,12.34843858518884
2020-08-11,224,2020,BM,epil,gm2,12.161807554112185,2.079451296794392
2020-08-11,224,2020,BM,epil,chla_mgm2,36.63736126184508,6.737471095717534
2020-08-11,224,2020,BM,fila,gm2,22.89984771025393,7.710199394693872
2020-08-11,224,2020,BM,fila,chla_mgm2,37.40703129653916,12.309155390047133
2020-08-12,225,2020,BM,epil,gm2,12.563082885410843,2.1893814617124123
2020-08-12,225,2020,BM,epil,chla_mgm2,37.775589088375824,7.035145135772504
2020-08-12,225,2020,BM,fila,gm2,22.832537051757225,7.680214002769429
2020-08-12,225,2020,BM,fila,chla_mgm2,36.87083176198422,12.295372977564712
2020-08-13,226,2020,BM,epil,gm2,13.001994008810916,2.315034101450773
2020-08-13,226,2020,BM,epil,chla_mgm2,38.90551057338063,7.34066427600224
2020-08-13,226,2020,BM,fila,gm2,22.76554891649374,7.652115501546423
2020-08-13,226,2020,BM,fila,chla_mgm2,36.40228613398914,12.302577374021059
2020-08-14,227,2020,BM,epil,gm2,13.476903082105716,2.4560138671781555
2020-08-14,227,2020,BM,epil,chla_mgm2,40.01583934115339,7.649530294666858
2020-08-14,227,2020,BM,fila,gm2,22.69763257208058,7.6249361030416125
2020-08-14,227,2020,BM,fila,chla_mgm2,35.99277090792218,12.326646821457516
2020-08-15,228,2020,BM,epil,gm2,13.985039602221324,2.6108385280059796
2020-08-15,228,2020,BM,epil,chla_mgm2,41.09381136769099,7.955252898268132
2020-08-15,228,2020,BM,fila,gm2,22.627567275147467,7.597707409219154
2020-08-15,228,2020,BM,fila,chla_mgm2,35.6347286641833,12.363761874820867
2020-08-16,229,2020,BM,epil,gm2,14.522090506028192,2.7766476446393766
2020-08-16,229,2020,BM,epil,chla_mgm2,42.125290394059725,8.249418077073482
2020-08-16,229,2020,BM,fila,gm2,22.554163698658282,7.569475369551314
2020-08-16,229,2020,BM,fila,chla_mgm2,35.321454047167045,12.41038214349027
2020-08-17,230,2020,BM,epil,gm2,15.082027879150735,2.949316240132262
2020-08-17,230,2020,BM,epil,chla_mgm2,43.09567435009649,8.522738311763419
2020-08-17,230,2020,BM,fila,gm2,22.476324114209476,7.53937078472206
2020-08-17,230,2020,BM,fila,chla_mgm2,35.047182832914324,12.463601822036646
2020-08-18,231,2020,BM,epil,gm2,15.658099009692767,3.124939938120298
2020-08-18,231,2020,BM,epil,chla_mgm2,43.99326644597585,8.768522724367322
2020-08-18,231,2020,BM,fila,gm2,22.39327761761,7.506823982804944
2020-08-18,231,2020,BM,fila,chla_mgm2,34.807942449368966,12.522329220308425
2020-08-19,232,2020,BM,epil,gm2,16.243927895203843,3.30112274139077
2020-08-19,232,2020,BM,epil,chla_mgm2,44.810923526084636,8.984673602070595
2020-08-19,232,2020,BM,fila,gm2,22.304651432896062,7.471610540609359
2020-08-19,232,2020,BM,fila,chla_mgm2,34.60151060595049,12.58708674906958
2020-08-20,233,2020,BM,epil,gm2,16.834136229098384,3.477545225909483
2020-08-20,233,2020,BM,epil,chla_mgm2,45.54613886636689,9.173771322895497
2020-08-20,233,2020,BM,fila,gm2,22.210406308934502,7.433767165191175
2020-08-20,233,2020,BM,fila,chla_mgm2,34.42689977706402,12.65922602580012
2020-08-21,234,2020,BM,epil,gm2,17.422726685213274,3.654585542929151
2020-08-21,234,2020,BM,epil,chla_mgm2,46.19878477319384,9.34049705743612
2020-08-21,234,2020,BM,fila,gm2,22.11057798766945,7.393348468705029
2020-08-21,234,2020,BM,fila,chla_mgm2,34.28349116401219,12.739630316274646
2020-08-22,235,2020,BM,epil,gm2,18.002547884369715,3.8325351710803535
2020-08-22,235,2020,BM,epil,chla_mgm2,46.77046607976568,9.490223861278936
2020-08-22,235,2020,BM,fila,gm2,22.00521321612976,7.350358129476507
2020-08-22,235,2020,BM,fila,chla_mgm2,34.17083204656496,12.828427861348453
2020-08-23,236,2020,BM,epil,gm2,18.565292169953054,4.011091074793456
2020-08-23,236,2020,BM,epil,chla_mgm2,47.26443985471761,9.628194145046095
2020-08-23,236,2020,BM,fila,gm2,21.894369653435728,7.304744648851993
2020-08-23,236,2020,BM,fila,chla_mgm2,34.08863121517228,12.925075191362804
2020-08-24,237,2020,BM,epil,gm2,19.1015649675938,4.18886160286098
2020-08-24,237,2020,BM,epil,chla_mgm2,47.68548486161803,9.758896592062989
2020-08-24,237,2020,BM,fila,gm2,21.778115727682703,7.256407357842893
2020-08-24,237,2020,BM,fila,chla_mgm2,34.03675652765001,13.028517693304591
2020-08-25,238,2020,BM,epil,gm2,19.601997022978118,4.3637747197287755
2020-08-25,238,2020,BM,epil,chla_mgm2,48.039749693828874,9.886139519991643
2020-08-25,238,2020,BM,fila,gm2,21.65654480342517,7.205242194703869
2020-08-25,238,2020,BM,fila,chla_mgm2,34.014917833402656,13.137581699234705
2020-08-26,239,2020,BM,epil,gm2,20.06072494758221,4.535677562913239
2020-08-26,239,2020,BM,epil,chla_mgm2,48.334611626509414,10.014305340912522
2020-08-26,239,2020,BM,fila,gm2,21.529816679818698,7.1512586998198495
2020-08-26,239,2020,BM,fila,chla_mgm2,34.02171738095056,13.251825739853743
2020-08-27,240,2020,BM,epil,gm2,20.47341849849031,4.704794408400763
2020-08-27,240,2020,BM,epil,chla_mgm2,48.57843242095913,10.147309689117572
2020-08-27,240,2020,BM,fila,gm2,21.398111722558085,7.094505571755911
2020-08-27,240,2020,BM,fila,chla_mgm2,34.05558718906658,13.371277010623995
2020-08-28,241,2020,BM,epil,gm2,20.836583472601497,4.870835293991176
2020-08-28,241,2020,BM,epil,chla_mgm2,48.78034881087725,10.288053995519975
2020-08-28,241,2020,BM,fila,gm2,21.26161553320688,7.035039742864444
2020-08-28,241,2020,BM,fila,chla_mgm2,34.1150812565306,13.496142091315344
2020-08-29,242,2020,BM,epil,gm2,21.147684672446925,5.032877650191366
2020-08-29,242,2020,BM,epil,chla_mgm2,48.95009695053532,10.438444506185954
2020-08-29,242,2020,BM,fila,gm2,21.12051829150871,6.972926379368091
2020-08-29,242,2020,BM,fila,chla_mgm2,34.19885248593204,13.626670340103821
2020-08-30,243,2020,BM,epil,gm2,21.40522582189093,5.189488076254914
2020-08-30,243,2020,BM,epil,chla_mgm2,49.097865261963115,10.59964396409954
2020-08-30,243,2020,BM,fila,gm2,20.975014097494732,6.908241310122614
2020-08-30,243,2020,BM,fila,chla_mgm2,34.305631867384726,13.763046160978618
2020-08-31,244,2020,BM,epil,gm2,21.608781573786214,5.339101770483101
2020-08-31,244,2020,BM,epil,chla_mgm2,49.23418318486903,10.77252127304301
2020-08-31,244,2020,BM,fila,gm2,20.82530031730984,6.841075558796243
2020-08-31,244,2020,BM,fila,chla_mgm2,34.434209480804604,13.905303612170849
2020-09-01,245,2020,BM,epil,gm2,21.75898087728751,5.4806244518847524
2020-09-01,245,2020,BM,epil,chla_mgm2,49.36985128505469,10.95825821105772
2020-09-01,245,2020,BM,fila,gm2,20.67157693649061,6.771541643685387
2020-09-01,245,2020,BM,fila,chla_mgm2,34.583416957841955,14.053259454493045
2020-09-02,246,2020,BM,epil,gm2,21.857450753151046,5.61443243205828
2020-09-02,246,2020,BM,epil,chla_mgm2,49.51495087122679,11.159010399331793
2020-09-02,246,2020,BM,fila,gm2,20.514007730578292,6.699777004241748
2020-09-02,246,2020,BM,fila,chla_mgm2,34.75211111318265,14.206462755839707
2020-09-03,247,2020,BM,epil,gm2,21.90659816673535,5.7433648577387695
2020-09-03,247,2020,BM,epil,chla_mgm2,49.67491445845017,11.377807334281465
2020-09-03,247,2020,BM,fila,gm2,20.35260984783965,6.62592360303563
2020-09-03,247,2020,BM,fila,chla_mgm2,34.93915851333247,14.364160744997154
2020-09-04,248,2020,BM,epil,gm2,21.909057638003564,5.870675594234339
2020-09-04,248,2020,BM,epil,chla_mgm2,49.850307101128244,11.617170730191228
2020-09-04,248,2020,BM,fila,gm2,20.187376390389712,6.550109600184068
2020-09-04,248,2020,BM,fila,chla_mgm2,35.14342080199536,14.525281892917635
2020-09-05,249,2020,BM,epil,gm2,21.867955238144173,5.997376095184968
2020-09-05,249,2020,BM,epil,chla_mgm2,50.04071274984574,11.877958501478313
2020-09-05,249,2020,BM,fila,gm2,20.018315660963857,6.472437687350023
2020-09-05,249,2020,BM,fila,chla_mgm2,35.36374064700758,14.688438322305485
2020-09-06,250,2020,BM,epil,gm2,21.786913538567504,6.121383743084735
2020-09-06,250,2020,BM,epil,chla_mgm2,50.24572335567535,12.158714594749721
2020-09-06,250,2020,BM,fila,gm2,19.84545098280629,6.39297889868803
2020-09-06,250,2020,BM,fila,chla_mgm2,35.59892821630235,14.851950722219822
2020-09-07,251,2020,BM,epil,gm2,21.669918828650765,6.237710412215983
2020-09-07,251,2020,BM,epil,chla_mgm2,50.46493573457978,12.455372893884658
2020-09-07,251,2020,BM,fila,gm2,19.668820452853883,6.311772930397992
2020-09-07,251,2020,BM,fila,chla_mgm2,35.84774813099384,15.013900076046452
2020-09-08,252,2020,BM,epil,gm2,21.521191290677653,6.339260010357514
2020-09-08,252,2020,BM,epil,chla_mgm2,50.697948496498334,12.761311631595259
2020-09-08,252,2020,BM,fila,gm2,19.48847662763736,6.228834115019851
2020-09-08,252,2020,BM,fila,chla_mgm2,36.10890688352996,15.172211784372552
2020-09-09,253,2020,BM,epil,gm2,21.344527719372742,6.418341567384261
2020-09-09,253,2020,BM,epil,chla_mgm2,50.94361929549518,13.068190807518095
2020-09-09,253,2020,BM,fila,gm2,19.304480207799482,6.144170088734952
2020-09-09,253,2020,BM,fila,chla_mgm2,36.38077327804379,15.324872935946853
2020-09-10,254,2020,BM,epil,gm2,21.14166524492744,6.469010336269801
2020-09-10,254,2020,BM,epil,chla_mgm2,51.197782851995385,13.368128739328728
2020-09-10,254,2020,BM,fila,gm2,19.11688270607986,6.057815683965249
2020-09-10,254,2020,BM,fila,chla_mgm2,36.66053134293266,15.470258456062497
2020-09-11,255,2020,BM,epil,gm2,20.91396754401457,6.486582569275029
2020-09-11,255,2020,BM,epil,chla_mgm2,51.45535515901582,13.652903636918118
2020-09-11,255,2020,BM,fila,gm2,18.925745372754683,5.969810512117763
2020-09-11,255,2020,BM,fila,chla_mgm2,36.94491047672773,15.60671263596727
2020-09-12,256,2020,BM,epil,gm2,20.6629535733166,6.467448565809898
2020-09-12,256,2020,BM,epil,chla_mgm2,51.711044964959925,13.91363040072008
2020-09-12,256,2020,BM,fila,gm2,18.731144836026793,5.8801926396027655
2020-09-12,256,2020,BM,fila,chla_mgm2,37.23042974517827,15.732395177364303
2020-09-13,257,2020,BM,epil,gm2,20.390271343694916,6.409246004385475
2020-09-13,257,2020,BM,epil,chla_mgm2,51.959349683212295,14.14099171620566
2020-09-13,257,2020,BM,fila,gm2,18.53317250897858,5.789003067978221
2020-09-13,257,2020,BM,fila,chla_mgm2,37.51338831787867,15.845277118090928
2020-09-14,258,2020,BM,epil,gm2,20.0976705716571,6.31104285338724
2020-09-14,258,2020,BM,epil,chla_mgm2,52.194562741627685,14.325633058494551
2020-09-14,258,2020,BM,fila,gm2,18.331933926453278,5.696292380597399
2020-09-14,258,2020,BM,fila,chla_mgm2,37.789862797148,15.943183482054332
2020-09-15,259,2020,BM,epil,gm2,19.78671154238651,6.1743794711839355
2020-09-15,259,2020,BM,epil,chla_mgm2,52.410767108731676,14.460191323608212
2020-09-15,259,2020,BM,fila,gm2,18.127570430431803,5.602156995313214
2020-09-15,259,2020,BM,fila,chla_mgm2,38.0558542633236,16.02427637030957
2020-09-16,260,2020,BM,epil,gm2,19.45801672675558,6.005458624163077
2020-09-16,260,2020,BM,epil,chla_mgm2,52.601788084693254,14.54414040198714
2020-09-16,260,2020,BM,fila,gm2,17.92032154508868,5.506819092917101
2020-09-16,260,2020,BM,fila,chla_mgm2,38.307742903666494,16.08831699587399
2020-09-17,261,2020,BM,epil,gm2,19.112163312419376,5.811426031921482
2020-09-17,261,2020,BM,epil,chla_mgm2,52.76131849469396,14.579175147551181
2020-09-17,261,2020,BM,fila,gm2,17.710449727934126,5.41051949532569
2020-09-17,261,2020,BM,fila,chla_mgm2,38.54191067238069,16.135462040428877
2020-09-18,262,2020,BM,epil,gm2,18.74995083451998,5.598911034515731
2020-09-18,262,2020,BM,epil,chla_mgm2,52.8830095541002,14.567270182031267
2020-09-18,262,2020,BM,fila,gm2,17.498216041653656,5.313478876766512
2020-09-18,262,2020,BM,fila,chla_mgm2,38.75462997742525,16.165764571885923
2020-09-19,263,2020,BM,epil,gm2,18.37238440872543,5.373718777343739
2020-09-19,263,2020,BM,epil,chla_mgm2,52.96055124675895,14.510327924921038
2020-09-19,263,2020,BM,fila,gm2,17.283879298387767,5.215894014764794
2020-09-19,263,2020,BM,fila,chla_mgm2,38.94209768993609,16.179097473610373
2020-09-20,264,2020,BM,epil,gm2,17.980653791806052,5.140699659697294
2020-09-20,264,2020,BM,epil,chla_mgm2,52.98776731776187,14.409983210042373
2020-09-20,264,2020,BM,fila,gm2,17.067695251517236,5.117938231867435
2020-09-20,264,2020,BM,fila,chla_mgm2,39.10047696022567,16.1751309708576
2020-09-21,265,2020,BM,epil,gm2,17.576108894806676,4.903772398498659
2020-09-21,265,2020,BM,epil,chla_mgm2,52.958723191352995,14.267584685024318
2020-09-21,265,2020,BM,fila,gm2,16.84991583833775,5.019765257739448
2020-09-21,265,2020,BM,fila,chla_mgm2,39.22594669536624,16.153376244718064
2020-09-22,266,2020,BM,epil,gm2,17.160368385162474,4.6664893548833675
2020-09-22,266,2020,BM,epil,chla_mgm2,52.868374658064724,14.085413006759685
2020-09-22,266,2020,BM,fila,gm2,16.63080606927566,4.921535520224456
2020-09-22,266,2020,BM,fila,chla_mgm2,39.31501720124002,16.11375360547868
2020-09-23,267,2020,BM,epil,gm2,16.735644929209673,4.433179613905138
2020-09-23,267,2020,BM,epil,chla_mgm2,52.71425919783475,13.869793735922636
2020-09-23,267,2020,BM,fila,gm2,16.41069245672569,4.823474402068247
2020-09-23,267,2020,BM,fila,chla_mgm2,39.36537529612912,16.058059508346982
2020-09-24,268,2020,BM,epil,gm2,16.304215936197007,4.207286355692087
2020-09-24,268,2020,BM,epil,chla_mgm2,52.49495130899614,13.627410371337747
2020-09-24,268,2020,BM,fila,gm2,16.189903290428912,4.725801342656956
2020-09-24,268,2020,BM,fila,chla_mgm2,39.37516916774733,15.98854312462662
2020-09-25,269,2020,BM,epil,gm2,15.868249839736654,3.9910127659237906
2020-09-25,269,2020,BM,epil,chla_mgm2,52.20957074123156,13.363949492964574
2020-09-25,269,2020,BM,fila,gm2,15.9687498861033,4.628709457346731
2020-09-25,269,2020,BM,fila,chla_mgm2,39.342787814277266,15.907324239754924
2020-09-26,270,2020,BM,epil,gm2,15.4297864120175,3.7855737606122886
2020-09-26,270,2020,BM,epil,chla_mgm2,51.85781367285698,13.08407357614679
2020-09-26,270,2020,BM,fila,gm2,15.747526488868948,4.532369376864317
2020-09-26,270,2020,BM,fila,chla_mgm2,39.26689447008042,15.816318264483016
2020-09-27,271,2020,BM,epil,gm2,14.990721889164966,3.591526447664704
2020-09-27,271,2020,BM,epil,chla_mgm2,51.43997249222059,12.791657966823065
2020-09-27,271,2020,BM,fila,gm2,15.52651029059196,4.43693515178589
2020-09-27,271,2020,BM,fila,chla_mgm2,39.146456736003366,15.717230627759221
2020-09-28,272,2020,BM,epil,gm2,14.552798676749457,3.409131151277702
2020-09-28,272,2020,BM,epil,chla_mgm2,50.95694311394674,12.490280185053695
2020-09-28,272,2020,BM,fila,gm2,15.305961549669034,4.342551622689779
2020-09-28,272,2020,BM,fila,chla_mgm2,38.98077235577527,15.611621984037816
2020-09-29,273,2020,BM,epil,gm2,14.11775137680139,3.2388549806523472
2020-09-29,273,2020,BM,epil,chla_mgm2,50.41065008483326,12.184396390772111
2020-09-29,273,2020,BM,fila,gm2,15.086131747603075,4.2493735439773195
2020-09-29,273,2020,BM,fila,chla_mgm2,38.76961231835149,15.501296968167756
2020-09-30,274,2020,BM,epil,gm2,13.687820161152539,3.081956227651755
2020-09-30,274,2020,BM,epil,chla_mgm2,49.80562549862074,11.881336080169183
2020-09-30,274,2020,BM,fila,gm2,14.867294436669816,4.157608121571339
2020-09-30,274,2020,BM,fila,chla_mgm2,38.51372005921911,15.389321771356077
2020-10-01,275,2020,BM,epil,gm2,13.26551146611256,2.9396639066265227
2020-10-01,275,2020,BM,epil,chla_mgm2,49.14860012430354,11.589468543330321
2020-10-01,275,2020,BM,fila,gm2,14.64974234683671,4.067493002343932
2020-10-01,275,2020,BM,fila,chla_mgm2,38.21479471249829,15.279516352043036
2020-10-02,276,2020,BM,epil,gm2,12.8529565756689,2.812057405272277
2020-10-02,276,2020,BM,epil,chla_mgm2,48.4466473363053,11.314550726854716
2020-10-02,276,2020,BM,fila,gm2,14.433750686775284,3.979233492939368
2020-10-02,276,2020,BM,fila,chla_mgm2,37.8749262029905,15.174860051061284
2020-10-03,277,2020,BM,epil,gm2,12.451819480335999,2.6979914677814603
2020-10-03,277,2020,BM,epil,chla_mgm2,47.706666562784925,11.058574176311051
2020-10-03,277,2020,BM,fila,gm2,14.219569181459146,3.892986839335191
2020-10-03,277,2020,BM,fila,chla_mgm2,37.49642730205014,15.076974705148855
2020-10-04,278,2020,BM,epil,gm2,12.06335579978673,2.5954274753846223
2020-10-04,278,2020,BM,epil,chla_mgm2,46.93529134878317,10.819914645444507
2020-10-04,278,2020,BM,fila,gm2,14.00742324002664,3.8088639977230256
2020-10-04,278,2020,BM,fila,chla_mgm2,37.0817965362875,14.98611048882064
2020-10-05,279,2020,BM,epil,gm2,11.688470198818981,2.501870453052684
2020-10-05,279,2020,BM,epil,chla_mgm2,46.138816330651665,10.594145135466553
2020-10-05,279,2020,BM,fila,gm2,13.797515170446657,3.726935665343812
2020-10-05,279,2020,BM,fila,chla_mgm2,36.6336799276481,14.901333930052841
2020-10-06,280,2020,BM,epil,gm2,11.327775500179134,2.414919229343434
2020-10-06,280,2020,BM,epil,chla_mgm2,45.32327694195239,10.375814094104143
2020-10-06,280,2020,BM,fila,gm2,13.590043175639972,3.6472579825855225
2020-10-06,280,2020,BM,fila,chla_mgm2,36.15513255882332,14.821342260167006
2020-10-07,281,2020,BM,epil,gm2,10.981654987722425,2.3329360412419518
2020-10-07,281,2020,BM,epil,chla_mgm2,44.49477603426926,10.161428180003053
2020-10-07,281,2020,BM,fila,gm2,13.385251618678272,3.56993000790733
2020-10-07,281,2020,BM,fila,chla_mgm2,35.650414210648215,14.746252915892887
