date,site,sample,average.depth,cobble,sand,gravel,pebble,epilithon_gm2,epiphyton_gm2,filamentous_gm2,epilithon_chla_mgm2,epiphyton_chla_mgm2,filamentous_chla_mgm2,total.algal.biomass.g.m2,fila_macro_gm2,doy
2020-09-28,GR,3,32.875,1,0,0,0,4.282325641,1.3522199,38.29293803,108.1077135,0,146.2231344,43.9,38.29293803,272
2020-08-17,GR,3,35.75,1,0,0,0,8.460204316,1.870929335,73.06333855,33.92791949,0,134.1263348,83.4,73.06333855,230
2020-10-05,GR,2,18.125,1,0,0,0,30.76820575,1.637006589,56.03184954,49.88793077,0,128.7363513,88.4,56.03184954,279
2020-08-03,GR,5,31.25,1,0,0,0,3.280258323,1.939265925,78.45581062,43.86949826,0,114.2927432,83.7,78.45581062,216
2020-08-10,GR,2,24.5,1,0,0,0,7.66983697,1.238993178,32.15917797,29.60368505,0,115.197154,41.1,32.15917797,223
2020-08-04,GC,5,33.625,1,0,0,0,8.96002982,2.470931299,126.8145204,9.471121206,0,176.245893,164,126.8145204,217
2020-08-10,GR,3,35.5,1,0,0,0,7.055431584,1.2353025,31.96807813,31.42069832,0,101.9814177,40.3,31.96807813,223
2021-08-17,PL,5,26,1,0,0,0,8.663642065,0.833010454,14.50070032,16.34767092,0,112.9008043,24,16.831956957,229
2020-09-21,GR,3,34,1,0,0,0,9.107931401,1.084805453,24.65184288,98.39094914,0,112.467154,34.8,24.65184288,265
2020-07-13,BN,3,30.1625,1,0,0,0,1.111757852,5.97477585,724.2118357,2.345805194,0,96.88648728,731,724.2118357,195
2020-09-28,GR,1,27.25,1,0,0,0,12.6949832,1.077988984,24.3425216,60.48623597,0,101.1078091,38.1,24.3425216,272
2020-07-20,DL,2,24,0,0,0,1,11.43343532,0.762254247,12.12195762,21.6903562,0,118.868037,24.3,12.12195762,202
2020-09-21,GR,5,34.625,1,0,0,0,8.885786733,1.160648477,28.22252815,38.54054635,0,91.7723502,38.3,28.22252815,265
2021-09-09,GC,11,22,1,0,0,0,15.74654944,1.055031845,23.31484748,48.2734678,0,76.16055032,40.1,23.31484748,252
2020-09-21,GR,1,31.75,1,0,0,0,29.16876413,1.00280421,21.05789239,72.73044013,0,80.16385211,51.2,21.05789239,265
2020-08-04,CR,3,29,1,0,0,0,1.30217697,1.268613447,33.71310244,1.659431955,0,47.1806773,36.3,33.71310244,217
2020-09-28,GR,2,28.625,1,0,0,0,11.61699697,1.030812552,22.2542368,126.0990832,0,76.31446287,34.9,22.2542368,272
2021-10-13,BN,4,36,1,0,0,0,32.51496435,0.957272111,19.18224899,69.99024645,0,64.78032737,52.7,19.18224899,286
2020-09-21,DL,5,22.25,0,0,0,1,5.083020766,1.136408567,27.05558522,16.57340297,0,73.33492568,33.3,27.05558522,265
2020-08-24,GR,5,27.25,1,0,0,0,7.183457064,1.309643618,35.92495169,30.25831498,0,65.46721048,44.4,35.92495169,237
2020-10-05,GR,3,21.375,1,0,0,0,7.638658771,0.980263338,20.11862805,67.20986262,0,68.411527,28.7,20.11862805,279
2020-07-27,DL,3,14.875,0,0,0,1,8.386156093,0.882205084,16.27743823,31.93504485,0,70.4033007,25.5,16.27743823,209
2020-08-17,GR,1,26,1,0,0,0,3.883244693,0.911372186,17.37833344,33.79014547,0,53.33040398,22.2,17.37833344,230
2020-07-27,DL,5,31,0,0,0,1,4.855322481,0.672378614,9.402101406,11.7727812,0,59.32611416,14.9,9.402101406,209
2020-07-20,GR,3,20.75,1,0,0,0,18.29770558,1.108094,25.72308281,28.7021627,0,57.58324162,45.1,25.72308281,202
2020-08-03,GR,2,31.75,1,0,0,0,7.094599197,1.397354945,40.88408659,17.34464602,0,52.81974679,49.4,40.88408659,216
2020-09-28,GR,4,29.25,1,0,0,0,6.453887206,0.674682552,9.467596498,29.18955312,0,59.60250282,16.6,9.467596498,272
2020-07-13,BN,4,20.6375,1,0,0,0,1.179872001,2.284327311,108.5520511,2.228285334,0,45.97261148,112,108.5520511,195
2021-07-07,BM,5,7.5,1,0,0,0,6.629264576,1.201148084,30.22609532,17.57523616,0,52.78296481,38.1,30.22609532,188
2021-09-22,BN,4,29.25,1,0,0,0,23.59994805,0.179332435,0.57544792,72.78209318,0,53.02042231,24.4,0.57544792,265
2020-09-29,BM,1,17.5,1,0,0,0,11.26624223,1.006661792,21.22074029,69.5355318,0,50.04997666,33.5,21.22074029,273
2020-10-19,GR,1,24.75,1,0,0,0,9.517145264,0.589660418,7.198494292,95.74360265,0,48.09351363,17.3,7.198494292,293
2020-09-21,DL,2,22.625,0,0,0,1,9.938050951,0.86320398,15.57925778,13.66598164,0,45.20094339,26.4,15.57925778,265
2020-07-27,GR,2,29.5275,1,0,0,0,10.73777176,1.967141355,80.70949335,12.62245347,0,38.66319404,93.4,80.70949335,209
2020-09-29,PL,2,32.5,1,0,0,0,7.819492325,0.665827311,9.217082294,28.05718626,0,10.6235171,17.7,9.217082294,273
2020-07-27,DL,2,30.375,0,0,0,1,4.166966305,0.803869066,13.49571723,17.87060448,0,37.42903338,18.5,13.49571723,209
2020-09-14,GR,4,32.125,1,0,0,0,25.1701601,1.027305535,22.10266416,116.6496337,0,43.03166665,48.3,22.10266416,258
2020-08-17,GR,5,22.125,1,0,0,0,3.612773816,0.79159431,13.08299804,27.74368796,0,41.78758279,17.5,13.08299804,230
2020-08-03,DL,3,28.5,0,0,0,1,3.435837537,0.640611085,8.521763569,9.904308486,0,38.34138773,12.6,8.521763569,216
2021-08-17,GC,2,35.8775,1,0,0,0,8.791082953,1.043939547,22.82608965,26.14338765,0,45.81640428,32.7,22.82608965,229
2021-09-22,BM,3,26.5,1,0,0,0,28.28486219,0.623617091,8.068249769,79.95157586,0,40.63378091,37,8.068249769,265
2020-10-05,DL,5,25.75,0,0,0,1,4.583195262,1.038987898,22.60954499,13.8748793,0,40.07182024,28.2,22.60954499,279
2021-09-22,GR,2,31.5,1,0,0,0,23.4304166,0.655588622,8.931535651,56.47247482,0,36.22054585,33,8.931535651,265
2020-10-05,GR,4,27.625,1,0,0,0,4.590989812,0.589910177,7.204714032,14.51400521,0,39.44355561,12.4,7.204714032,279
2020-09-21,DL,4,24.875,0,0,0,1,14.71299214,0.802614839,13.45325768,19.39904426,0,37.90079328,29,13.45325768,265
2020-08-24,GR,1,26.875,1,0,0,0,6.629264576,1.004928207,21.14748085,28.44181897,0,33.992375440000004,28.8,21.14748085,237
2020-08-17,GR,2,0,0,0,0,0,9.119623226,0.630084263,8.23940481,53.37850573,0,26.80279011,18,8.23940481,230
2020-09-14,DL,5,24,0,0,0,1,2.003511072,0.772720318,12.4606529,8.257353239,0,35.70029882,15.2,12.4606529,258
2020-10-19,GR,2,32.375,1,0,0,0,8.156216875,0.59458535,7.32162581,116.1316211,0,33.40504815,16.1,7.32162581,293
2020-10-19,GR,3,24.625,1,0,0,0,12.39567249,0.423495045,3.646226372,79.0091621,0,29.80668149,16.5,3.646226372,293
2020-10-05,DL,1,26.25,0,0,0,1,4.832620855,0.690703894,9.929202876,16.35460996,0,33.52625712,15.5,9.929202876,279
2021-08-03,BM,4,19,1,0,0,0,3.019998307,0.572499316,6.777437102,11.37348304,0,26.46989741,10.4,6.777437102,215
2020-09-14,GR,1,26,1,0,0,0,17.85107787,0.590401747,7.216963314,43.83935765,0,29.28463322,25.7,7.216963314,258
2020-07-27,DL,1,36.75,0,0,0,1,2.110812793,0.487364458,4.872864627,5.22592798,0,24.34613261,7.47,4.872864627,209
2020-10-20,CR,5,28.25,1,0,0,0,5.247290902,0.815533214,13.89372592,32.17831798,0,25.64956942,20,13.89372592,294
2020-07-20,BN,1,26.75,1,0,0,0,1.15749064,0.287301229,1.61443926,1.283745005,0,26.08750828,3.06,1.61443926,202
2020-09-28,DL,4,29.75,0,0,0,1,3.61920432,0.671305931,9.371683769,15.16065419,0,26.34746922,13.7,9.371683769,272
2020-10-20,CR,2,24.75,1,0,0,0,6.524038154,0.694074118,10.02767632,38.0150339,0,6.698682229,17.2,10.02767632,294
2021-09-22,BN,3,34,1,0,0,0,25.11754689,0.505126105,5.244844482,28.05828645,0,25.79038913,30.9,5.244844482,265
2020-10-05,DL,2,26.875,0,0,0,1,5.137387751,0.621557296,8.014106614,12.12475187,0,25.07528308,13.8,8.014106614,279
2020-09-21,DL,1,31.5,0,0,0,1,3.255003982,0.591453079,7.243195339,13.55027642,0,23.04297524,11.1,7.243195339,265
2020-10-12,DL,4,29,0,0,0,1,5.440206009,0.71884853,10.76616359,14.38650808,0,22.83791854,16.9,10.76616359,286
2020-10-12,DL,5,29,0,0,0,1,3.454641888,0.584008792,7.058455367,11.82998542,0,22.09120581,11.1,7.058455367,286
2021-09-22,BN,1,33.25,1,0,0,0,50.51803594,0.449888344,4.132035176,34.78016558,0,21.46395602,55.1,4.132035176,265
2020-10-05,DL,4,25,0,0,0,1,5.237937443,0.57616779,6.866400087,8.39902848,0,19.9963366,12.7,6.866400087,279
2021-09-22,BN,2,34.5,1,0,0,0,95.01945892,0.495842021,5.048737223,57.61276894,0,19.39318368,101,5.048737223,265
2020-09-14,DL,1,24.875,0,0,0,1,6.108978379,0.630526536,8.251173955,17.38552957,0,18.24242114,15,8.251173955,258
2020-08-10,DL,4,19.875,0,0,0,1,2.240933058,0.68133698,9.65801605,4.577419501,0,15.75748692,12.6,9.65801605,223
2020-10-20,BM,5,40,1,0,0,0,8.938399944,0.748870767,11.69551864,11.20389143,0,14.50759187,21.4,11.69551864,294
2020-07-20,GR,2,22.875,1,0,0,0,9.698368546,0.741622377,11.46768806,29.73568704,0,17.37621257,21.9,11.46768806,202
2020-10-20,CR,4,26.625,1,0,0,0,4.755065085,0.50544855,5.251721241,34.24687991,0,16.6829542,10.5,5.251721241,294
2020-10-12,DL,1,29,0,0,0,1,5.009362271,0.665154926,9.198195052,28.28561381,0,17.51810696,14.9,9.198195052,286
2020-10-19,DL,3,35.25,0,0,0,1,8.938399944,0.506179286,5.267321919,27.90207004,0,18.39726765,14.7,5.267321919,293
2020-08-24,DL,2,21.875,0,0,0,1,3.355219622,0.669469641,9.319724979,11.23211492,0,15.30123254,13.3,9.319724979,237
2020-08-17,DL,4,23.5,0,0,0,1,1.963057359,0.621059024,8.001036027,3.410830877,0,14.26498801,10.6,8.001036027,230
2020-10-19,DL,2,32.25,0,0,0,1,7.190472159,0.461788005,4.360787365,22.22038727,0,15.71024349,12,4.360787365,293
2020-09-28,DL,5,26.125,0,0,0,1,3.051566233,0.539546236,6.003810984,17.99432871,0,16.01502434,9.59,6.003810984,272
2020-07-20,GR,4,35.625,1,0,0,0,10.57876294,0.59152623,7.245022291,23.44430605,0,12.76919641,18.4,7.245022291,202
2020-09-14,GR,5,29.125,1,0,0,0,2.861574083,0.521009599,5.588834865,6.489548698,0,14.37298152,8.97,5.588834865,258
2021-10-13,GC,4,37,1,0,0,0,1.419621349,0.488951486,4.905556168,3.795131874,0,14.25719617,6.81,9.323896702999999,286
2020-10-05,DL,3,27.875,0,0,0,1,2.469897957,0.405381856,3.330052429,9.163191922,0,14.9221487,6.21,3.330052429,279
2020-08-24,DL,1,21,0,0,0,1,1.142992778,0.546123781,6.154559701,2.944724715,0,13.13219733,7.84,6.154559701,237
2020-09-28,DL,2,22.875,0,0,0,1,2.819483514,0.453878563,4.20806815,9.373684428,0,13.77815502,7.48,4.20806815,272
2021-10-13,GC,5,58,1,0,0,0,25.25434124,0.533367506,5.863871334,57.69878214,0,12.61052776,31.7,36.821430884,286
2020-09-28,DL,1,23.25,0,0,0,1,4.566826708,0.491849966,4.965538934,14.39466859,0,13.30334794,10,4.965538934,272
2020-10-19,DL,4,35.25,0,0,0,1,5.909048177,0.521136652,5.591629626,16.21390616,0,12.58742446,12,5.591629626,293
2021-07-20,PL,1,30.5,1,0,0,0,4.835738675,0.315708406,1.972221665,15.61042138,0,12.17164643,7.12,2.489000314,201
2020-07-21,BM,1,32.25,1,0,0,0,4.037576779,0.336535359,2.256711348,3.013975217,0,10.6637739,6.63,2.256711348,203
2020-10-12,DL,3,29,0,0,0,1,3.511054942,0.44629776,4.064197588,10.74261501,0,13.23135075,8.02,4.064197588,286
2020-10-20,BN,3,25,1,0,0,0,2.438135167,1.059273818,23.50310229,14.13067471,0,11.79207102,27,23.50310229,294
2020-08-03,DL,4,31.375,0,0,0,1,3.158796968,0.459810724,4.322359173,4.141701148,0,11.22868076,7.94,4.322359173,216
2021-08-03,PL,2,8.6875,1,0,0,0,5.098804729,0.361848301,2.627664217,11.49780696,0,15.04816321,8.09,2.627664217,215
2020-10-12,DL,2,29,0,0,0,1,5.66351986,0.473492782,4.591678682,11.47358952,0,12.64545186,10.7,4.591678682,286
2020-10-05,GR,1,20.375,1,0,0,0,8.740808107,0.436615975,3.884019235,69.19137468,0,11.91878076,13.1,3.884019235,279
2020-09-14,DL,4,24.875,0,0,0,1,3.703970049,0.516905845,5.498934047,9.149376085,0,11.32255084,9.72,5.498934047,258
2020-10-19,GR,5,17.375,1,0,0,0,11.69065547,0.432152438,3.802300388,51.51451551,0,9.951047811,15.9,3.802300388,293
2020-08-03,GR,1,24.875,1,0,0,0,4.545781423,0.511968268,5.391713495,9.788302342,0,9.609065326,10.4,5.391713495,216
2020-10-19,DL,5,24.625,0,0,0,1,7.155396685,0.443894056,4.019091264,16.99730256,0,10.518754,11.6,4.019091264,293
2020-08-24,DL,3,23,0,0,0,1,0.824273638,0.446962052,4.076706716,3.77650987,0,9.83664757,5.35,4.076706716,237
2020-09-21,GR,4,29.25,1,0,0,0,7.623654262,0.390173247,3.075428948,29.50695207,0,10.1711719,11.1,3.075428948,265
2020-09-14,DL,2,21.25,0,0,0,1,3.898638929,0.406136038,3.342936873,17.29437445,0,9.826539781,7.65,3.342936873,258
2020-08-03,BN,4,33.25,1,0,0,0,13.56173714,0.380163174,2.913251899,46.61153937,0,9.070285873,16.9,2.913251899,216
2020-08-24,DL,5,28.125,0,0,0,1,2.219320897,0.415596658,3.506630551,10.28647158,0,9.390547165,6.14,3.506630551,237
2020-10-20,GC,2,25,1,0,0,0,8.492356834,0.450727791,4.147974314,30.1671841,0,9.154473392,13.1,4.147974314,294
2021-09-22,GR,5,11.75,1,0,0,0,10.42560004,0.319057807,2.016708939,33.96466819,0,9.070820336,12.8,2.016708939,265
2020-08-10,DL,1,22.75,0,0,0,1,2.718349231,0.41806717,3.550007552,8.559165381,0,8.142132198,6.69,3.550007552,223
2020-08-04,CR,1,16.25,1,0,0,0,0.860518294,0.321510359,2.04959168,2.049822389,0,7.777096327,3.23,2.04959168,217
2020-09-21,DL,3,19.5,0,0,0,1,4.134229196,0.356742358,2.55061684,12.38078532,0,9.196880767,7.04,2.55061684,265
2020-08-04,CR,2,29.75,1,0,0,0,3.591728532,0.303222562,1.810659334,1.612100912,0,7.506338542,5.71,1.810659334,217
2020-07-21,PL,1,33.5,1,0,0,0,14.27337953,0,0,23.54737039,0,0,14.3,35.07547395,203
2020-07-21,PL,5,17.75,0,1,0,0,0,0,0,0,0,0,8.16e-8,0,203
2020-07-21,GC,1,25.75,1,0,0,0,20.61034849,1.997631754,64.93288655,39.59248735,2.46190485,365.1133866,87.5,64.93288655,203
2020-07-21,GC,5,32.75,1,0,0,0,15.15260474,5.350178959,115.749064,42.89419976,7.391866224,145.9601196,136,115.749064,203
2020-08-04,PL,1,34.75,0,1,0,0,0.389727488,0.282942157,0,0.478885183,1.372113724,52.44362165,0.673,0,217
2020-08-04,PL,5,7.375,0,1,0,0,0,0,0,0,0,0,4.54e-7,0,217
2020-08-04,GC,1,33.375,1,0,0,0,6.753197917,4.103830452,46.33196332,20.42558324,2.878380473,0,57.2,46.33196332,217
2020-08-04,GC,3,39,1,0,0,0,1.756891517,3.624465641,130.1853282,10.97501849,4.127432972,144.4633593,136,130.1853282,217
2020-08-04,GC,4,36.25,1,0,0,0,1.124753531,6.31358531,135.3606176,5.603729956,3.886884612,216.8243862,143,135.3606176,217
2020-08-18,GC,1,22.25,1,0,0,0,4.777279551,0.98415934,25.01775666,15.90155464,2.472344097,31.6686813,30.8,25.01775666,231
2020-08-18,PL,3,35.5,1,0,0,0,5.471773936,0.233836493,5.934752442,13.7393421,0,5.793235605,11.6,5.934752442,231
2020-08-18,GC,4,25.25,1,0,0,0,21.7146803,23.23399394,322.4646895,19.5160356,11.25036697,207.9225662,367,322.4646895,231
2020-09-01,PL,2,27,1,0,0,0,6.695907976,0,43.39186882,16.12815629,0,0,50.1,43.39186882,245
2020-09-01,PL,4,27.25,1,0,0,0,7.693220619,0,0,14.40793789,0,0,7.69,0,245
2020-09-29,PL,5,16.75,1,0,0,0,5.854486329,0,11.64799706,26.7094492,0,0,17.5,11.64799706,273
2020-09-29,BM,3,31.5,1,0,0,0,25.00179783,0,0,100.0845664,0,0,25,0,273
2020-09-29,GC,2,20.5,1,0,0,0,20.47940005,5.526725511,105.8790684,60.53253057,19.48570261,144.1866238,132,105.8790684,273
2020-10-20,GC,1,30,1,0,0,0,18.7162729,0,5.112955815,78.16083398,0,5.949774162,23.8,12.30416885,294
2020-10-20,GC,4,30,1,0,0,0,5.537248154,0,0,24.67697574,0,0,5.54,0,294
2020-10-20,BM,3,40,1,0,0,0,4.329482667,0,0,8.959552173,0,0,4.33,0,294
2020-10-20,BM,4,20,1,0,0,0,8.347962799,0,0,36.60913691,0,0,8.35,0,294
2020-10-20,BN,5,40,1,0,0,0,4.746880807,0,0,16.75235684,0,0,4.75,0,294
2021-06-22,PL,1,25.25,1,0,0,0,14.59139716,0,0,23.35945424,0,0,14.6,0,173
2021-06-22,PL,3,29.25,1,0,0,0,8.388884185,0,0,21.43514551,0,0,8.39,0,173
2021-06-22,GC,1,13.875,1,0,0,0,6.430503557,0,4.946957858,22.73079245,0,3.351850336,11.4,4.946957858,173
2021-06-22,BM,1,14.25,1,0,0,0,4.559811613,0,3.497570371,10.51841164,0,6.288221347,8.06,3.497570371,173
2021-06-22,BM,4,17.0625,1,0,0,0,0.800889988,1.199581209,108.8582718,18.24704662,1.204899773,166.4687931,111,108.8582718,173
2021-06-22,BN,1,15,1,0,0,0,19.20732953,7.099275927,96.51168119,17.1122866,3.868741542,168.2829609,123,96.51168119,173
2021-06-22,BN,5,12.6875,1,0,0,0,8.535031994,3.633819101,61.66418643,19.8899993,2.061687066,93.93370639,73.8,61.66418643,173
2021-07-07,PL,1,30.75,1,0,0,0,8.231044553,0,0,20.24490321,0,0,8.23,0,188
2021-07-07,PL,4,33.25,1,0,0,0,7.810138865,0,0,17.91041061,0,0,7.81,0,188
2021-07-07,BM,3,7,1,0,0,0,33.19542854,0,160.63406,39.29415742,7.568957235,384.089971,194,160.63406,188
2021-07-07,BN,2,15.875,1,0,0,0,11.5749064,3.167315297,157.3868585,18.05817002,4.625942421,231.476675,172,157.3868585,188
2021-07-07,BN,3,6.8125,1,0,0,0,0,2.095174977,83.19023195,8.337124776,2.975780761,112.3027069,85.3,83.19023195,188
2021-07-20,BN,2,10.75,1,0,0,0,21.38142433,23.81624681,12.88657694,38.81048561,35.56131661,51.01081616,58.1,12.88657694,201
2021-07-20,BM,2,18.5,1,0,0,0,45.95120923,51.98419075,112.824946,43.07577059,43.12693731,189.3611942,211,112.824946,201
2021-07-20,BM,3,27.25,1,0,0,0,33.38951283,42.79207821,119.1886731,35.91623172,63.76598049,407.7087594,195,119.1886731,201
2021-07-20,BM,4,27.75,1,0,0,0,15.06140851,25.36190603,95.40011032,31.72146729,54.91710349,266.7379996,136,95.40011032,201
2021-07-20,BM,5,32.75,1,0,0,0,22.99197317,42.23087063,88.8752175,35.055696,87.06296729,146.61082,154,88.8752175,201
2021-07-20,BN,1,22.5,1,0,0,0,13.39883105,15.62612364,87.91411786,32.72102224,47.26768172,293.3068417,117,87.91411786,201
2021-08-03,BN,1,24.125,1,0,0,0,15.60332459,5.145572028,16.56674854,15.36279308,11.2269181,19.34868673,37.3,16.56674854,215
2021-08-03,BN,3,33,1,0,0,0,4.06524743,0.860518294,17.23238431,5.360204342,4.812787927,59.22505347,22.2,17.23238431,215
2021-08-03,GR,1,15.9375,1,0,0,0,7.340127514,0,0,45.17335359,0,0,7.34,0,215
2021-08-03,GC,5,27.625,1,0,0,0,5.15609467,0,0,13.33653771,0,0,5.16,40.86677018,215
2021-08-03,BM,3,18.5,1,0,0,0,3.642003378,0,0,13.75924569,0,0,3.64,0,215
2021-08-17,PL,1,27.625,1,0,0,0,4.629962561,1.800540996,0,33.64926982,0,0,6.43,0,229
2021-08-17,PL,2,12.25,1,0,0,0,4.758572632,0,0,17.78359746,0,0,4.76,1.61216003,229
2021-08-17,PL,3,33.625,1,0,0,0,0.708190522,0,0,13.30153917,0,0,0.708,0,229
2021-08-17,PL,4,39,1,0,0,0,6.266818012,0,0,16.13862191,0,0,6.27,0,229
2021-08-17,DL,1,9.375,1,0,0,0,5.143233663,0,0,8.271414365,0,0,5.14,0,229
2021-08-17,DL,2,20.625,1,0,0,0,9.94681982,0,0,35.50701618,0,0,9.95,0,229
2021-08-17,DL,3,21,1,0,0,0,9.470377966,0,0,5.779089016,0,0,9.47,0,229
2021-08-17,DL,4,36.125,1,0,0,0,9.712398736,0,0,28.25960757,0,0,9.71,0,229
2021-08-17,DL,5,37.625,1,0,0,0,4.195026684,0,0,21.5899767,0,0,4.2,0,229
2021-08-17,GR,1,25.75,1,0,0,0,4.332990215,0,0,9.43657372,0,0,4.33,0,229
2021-08-17,GR,2,36.7,1,0,0,0,3.846610309,0,0,13.19908607,0,0,3.85,0,229
2021-08-17,GR,3,11.5,1,0,0,0,3.619788911,0,0,8.241893584,0,0,3.62,5.097395203,229
2021-08-17,GR,4,25.25,1,0,0,0,10.21047047,0,0,17.63230182,0,0,10.2,35.83751384,229
2021-08-17,GR,5,17.125,1,0,0,0,9.902975478,0,0,33.90166375,0,0,9.9,5.739037035,229
2021-08-17,GC,1,22.86,1,0,0,0,5.81083685,0,0,18.45811952,0,0,5.81,6.830128774,229
2021-08-17,GC,3,37.7825,1,0,0,0,9.698368546,3.226943603,100.3361917,25.55605458,10.79801267,148.5128723,113,100.3361917,229
2021-08-17,GC,4,33.81375,1,0,0,0,8.038129446,5.313934303,75.2285633,23.7750706,10.75339899,140.6195322,88.6,75.2285633,229
2021-08-17,GC,6,45.72,1,0,0,0,8.73262383,3.739045523,107.6248161,16.07965018,4.948876627,143.7187727,120,107.6248161,229
2021-08-17,GC,7,47.625,1,0,0,0,9.513637717,4.714143698,108.811184,32.11563851,17.26182881,267.1262401,123,108.811184,229
2021-08-17,BM,1,30.95625,1,0,0,0,26.30660546,25.91492933,64.54347564,21.19973103,9.597938403,163.5452598,117,64.54347564,229
2021-08-17,BM,2,31.4325,1,0,0,0,9.470377966,7.721280998,9.222266324,25.7165262,12.52636245,31.043406,26.4,9.222266324,229
2021-08-17,BM,3,37.94125,1,0,0,0,15.88334379,23.10304551,109.2928766,34.56620922,73.34958316,170.8412775,148,109.2928766,229
2021-08-17,BM,4,37.94125,1,0,0,0,23.51342855,19.25877356,49.54304655,52.84895314,34.52666676,174.9352169,92.3,49.54304655,229
2021-08-17,BM,5,37.94125,1,0,0,0,0,29.00040186,103.7676628,0,47.91089362,202.146786,133,103.7676628,229
2021-08-17,BM,6,41.43375,1,0,0,0,11.45798816,2.689119669,24.26621557,34.30746546,6.459681674,67.97815627,38.4,24.26621557,229
2021-08-17,BM,7,24.765,1,0,0,0,15.63898465,12.67978383,28.14274634,54.72387111,3.234360838,63.08641991,56.5,28.14274634,229
2021-09-09,GC,1,18.75,1,0,0,0,9.263432669,1.818663324,40.8181783,32.53538143,13.53963999,177.0088721,51.9,40.8181783,252
2021-09-09,GC,2,30,1,0,0,0,12.36761211,1.758450427,10.6019777,48.42238441,6.208179676,28.48314908,24.7,10.6019777,252
2021-09-09,GC,3,34.5,1,0,0,0,10.44313778,17.70726843,80.13191726,42.47861615,34.34685317,234.4544597,108,80.13191726,252
2021-09-09,GC,4,41.75,1,0,0,0,14.80535755,7.99720806,130.6292705,21.99294542,11.26369126,299.2682728,153,130.6292705,252
2021-09-09,GC,5,47.75,1,0,0,0,4.890690251,2.932309622,63.15682085,10.62873655,11.8808269,145.5549765,71,63.15682085,252
2021-09-09,GC,6,20.5,1,0,0,0,16.54627024,4.054724788,64.13313485,45.2042896,6.637098905,228.8525134,84.7,64.13313485,252
2021-09-09,GC,7,31.25,1,0,0,0,18.87762008,1.206596304,12.03408959,50.47037572,3.503166047,44.66962951,32.1,12.03408959,252
